G,ECODE,BP_PRE_1900,BP_1900_1918,BP_1919_1929,BP_1930_1939,BP_1945_1954,BP_1955_1964,BP_1965_1972,BP_1973_1982,BP_1983_1992,BP_1993_1999,BP_2000_2009,BP_2010_2015,BP_UNKNOWN,ALL_PROPERTIES
LAUA,E09000017,150,200,960,3700,800,1120,840,260,630,300,380,330,30,9690
LAUA,E09000017,110,180,590,720,370,540,570,390,500,320,470,190,20,4960
LAUA,E09000017,30,10,60,60,20,40,10,30,20,30,70,30,10,430
LAUA,E09000018,11570,6410,9160,22250,6160,6870,6700,7390,5820,5010,8110,3380,260,99090
LAUA,E09000018,420,170,160,200,50,100,100,90,270,70,200,200,10,2040
LAUA,E09000018,700,390,220,730,360,780,1850,1920,740,510,330,80,60,8670
LAUA,E09000018,1960,1020,760,4600,1660,2640,3030,2660,1920,1210,3150,1160,60,25840
LAUA,E09000018,3780,1990,3870,11230,3470,2200,1300,1890,2190,1870,2480,1100,70,37410
LAUA,E09000018,1790,830,2780,4420,460,850,290,570,320,740,1140,530,30,14760
LAUA,E09000018,1470,700,960,770,100,180,30,130,140,320,630,230,10,5670
LAUA,E09000018,1030,1090,390,280,50,120,90,120,230,220,130,60,10,3820
LAUA,E09000018,420,230,30,20,10,2.5,2.5,10,20,60,40,30,10,880
LAUA,E09000019,38700,8070,1450,3000,5610,6250,6980,10740,2400,3140,9680,5370,3970,105370
LAUA,E09000019,2110,90,2.5,2.5,70,60,130,30,0,2.5,810,890,170,4360
LAUA,E09000019,1510,130,190,240,570,630,1020,1580,10,10,20,150,120,6180
LAUA,E09000019,7480,1240,570,1700,2680,3740,3670,4490,620,560,1350,230,1020,29340
LAUA,E09000019,11080,3090,430,940,1960,1540,1860,3740,830,760,2940,1300,1380,31840
LAUA,E09000019,7250,2170,90,30,220,180,210,640,460,930,2840,1810,610,17420
LAUA,E09000019,4050,790,70,40,60,80,30,160,330,590,1250,780,420,8650
LAUA,E09000019,4560,520,90,50,50,40,50,100,150,240,440,180,230,6680
LAUA,E09000019,660,40,20,2.5,2.5,2.5,2.5,2.5,2.5,40,50,30,40,900
LAUA,E09000020,56330,2220,1320,6110,1920,3310,2970,4850,2370,1920,2460,1120,1230,88110
LAUA,E09000020,1080,2.5,0,30,10,150,140,130,0,0,20,260,80,1890
LAUA,E09000020,1000,40,50,330,140,370,480,820,160,10,10,30,110,3520
LAUA,E09000020,3440,310,180,1410,270,560,690,1650,390,170,140,60,180,9460
LAUA,E09000020,8770,330,250,1000,400,440,290,840,340,360,460,90,200,13770
LAUA,E09000020,8940,470,160,1160,240,370,280,490,250,260,310,70,190,13190
LAUA,E09000020,8710,240,120,790,130,280,250,150,220,250,460,160,140,11900
LAUA,E09000020,13560,570,220,1010,460,680,490,480,560,440,660,310,150,19570
LAUA,E09000020,10810,250,350,380,280,470,350,300,450,440,410,160,180,14820
LAUA,E09000021,9460,5040,4070,19680,4360,4460,4490,3550,2800,3450,2850,1530,230,65950
LAUA,E09000021,60,50,10,30,2.5,2.5,10,2.5,100,20,120,130,10,550
LAUA,E09000021,520,410,80,230,130,240,650,200,310,90,50,100,20,3000
LAUA,E09000021,2190,980,410,1720,1600,1830,1640,1720,1170,730,460,220,80,14740
LAUA,E09000021,3480,1460,1290,5710,1690,1240,1170,890,610,1080,880,470,50,20020
LAUA,E09000021,1430,750,1140,7370,620,540,390,290,150,740,760,280,30,14480
LAUA,E09000021,1020,880,670,3280,170,300,380,280,170,420,360,220,20,8170
LAUA,E09000021,690,460,380,1180,120,170,180,130,190,360,130,60,10,4050
LAUA,E09000021,80,50,100,150,30,140,80,30,110,40,80,40,20,940
LAUA,E09000022,53500,4600,4010,16350,8090,9280,8320,8620,5050,4080,8930,5320,1810,137960
LAUA,E09000022,980,120,50,430,580,370,1330,710,160,60,20,50,60,4910
LAUA,E09000022,5050,480,810,6820,4560,4790,3750,3300,1510,390,490,680,370,32990
LAUA,E09000022,18380,1510,1230,3830,2260,3040,2100,2100,1100,900,2220,920,450,40030
LAUA,E09000022,14350,1010,460,3030,480,830,690,2170,1580,890,2610,1990,450,30510
LAUA,E09000022,6360,550,850,1480,180,190,360,310,480,620,1770,1090,200,14450
LAUA,E09000022,4970,540,430,560,20,40,90,20,190,540,1000,350,170,8930
LAUA,E09000022,3160,380,180,210,10,10,0,10,30,560,620,80,70,5330
LAUA,E09000022,260,10,0,2.5,0,10,2.5,2.5,2.5,120,200,170,30,810
LAUA,E09000023,36060,8770,11100,12260,5430,7210,8820,7440,4960,3970,6840,4350,4950,122160
LAUA,E09000023,1210,140,290,440,520,890,1770,1190,130,130,360,70,490,7620
LAUA,E09000023,8220,1430,1100,2400,2370,3270,3980,2360,1760,1080,2560,1360,1920,33810
LAUA,E09000023,13170,2930,7340,1930,1770,1900,1780,2820,2000,1430,2640,2100,1520,43340
LAUA,E09000023,8900,2920,1410,5420,620,870,820,850,810,1080,880,490,690,25760
LAUA,E09000023,2410,670,740,1610,110,210,350,180,150,180,310,300,160,7380
LAUA,E09000023,1270,530,140,370,40,30,80,30,100,40,60,30,60,2760
LAUA,E09000023,770,140,60,100,10,50,30,10,10,20,20,20,70,1310
LAUA,E09000023,120,2.5,2.5,2.5,0,10,2.5,0,2.5,2.5,10,2.5,40,180
LAUA,E09000024,9850,12940,10620,21460,3780,2260,3550,4220,4760,2700,4020,2140,560,82850
LAUA,E09000024,40,60,30,110,10,120,190,370,50,20,20,20,30,1040
LAUA,E09000024,880,940,300,1390,810,450,810,970,940,310,260,20,80,8150
LAUA,E09000024,2560,2310,1110,6000,1630,690,1500,1310,1870,510,1460,1120,160,22210
LAUA,E09000024,2300,4410,5810,8270,860,440,390,1080,1140,800,1360,560,100,27510
LAUA,E09000024,1920,2640,1760,4510,220,180,140,180,350,490,430,190,60,13040
LAUA,E09000024,990,1420,900,770,100,70,130,80,130,350,220,80,30,5280
LAUA,E09000024,880,870,520,240,120,250,370,180,160,160,130,30,60,3960
LAUA,E09000024,290,290,210,160,50,80,20,50,120,70,150,120,40,1650
LAUA,E09000025,36630,11920,3880,2680,3360,8850,7100,6500,6290,5750,9780,5950,940,109620
LAUA,E09000025,1410,330,40,80,140,700,1200,190,330,350,210,90,70,5120
LAUA,E09000025,10030,2110,570,710,1480,5060,3700,2980,1860,1160,1470,520,420,32070
LAUA,E09000025,18520,7650,2380,1500,1420,2750,1810,2560,1940,2300,3970,1780,220,48810
LAUA,E09000025,5850,1720,880,390,300,330,390,750,1570,1470,2370,3290,190,19500
LAUA,E09000025,640,90,10,10,20,10,10,10,570,440,1200,260,30,3280
LAUA,E09000025,150,10,2.5,0,2.5,2.5,0,0,20,40,470,20,10,720
LAUA,E09000025,20,2.5,0,0,0,0,0,0,0,2.5,90,0,2.5,110
LAUA,E09000025,10,2.5,0,0,0,0,2.5,0,2.5,10,10,0,0,20
LAUA,E09000026,8580,19660,10780,26020,7410,6180,3760,2960,4480,3550,7680,990,210,102250
LAUA,E09000026,180,320,100,120,100,280,550,20,20,50,30,60,10,1870
LAUA,E09000026,1610,3420,500,970,970,1110,660,590,880,590,1200,80,60,12630
LAUA,E09000026,2450,4940,1070,2360,3070,2300,1370,1140,1960,1400,3390,450,60,25950
LAUA,E09000026,2450,5420,4480,10340,2210,1600,780,680,920,930,1810,200,40,31850
LAUA,E09000026,1230,3660,2940,8410,670,440,230,290,390,300,570,110,20,19250
LAUA,E09000026,470,1340,1240,2880,260,230,80,160,230,140,260,50,2.5,7340
LAUA,E09000026,180,520,450,920,130,230,90,70,60,130,340,30,20,3160
LAUA,E09000026,10,30,10,10,10,10,2.5,2.5,10,20,70,10,10,200
LAUA,E09000027,17000,14960,8390,12150,2910,4940,5890,5070,2840,2590,3660,1500,1190,83080
LAUA,E09000027,70,50,50,20,20,2.5,40,120,2.5,30,70,10,110,590
LAUA,E09000027,380,330,310,70,20,260,410,160,50,20,40,10,70,2120
LAUA,E09000027,2000,1690,620,1400,430,1200,1780,1550,800,210,540,400,280,12890
LAUA,E09000027,3350,2560,1990,3430,1010,1970,1450,1590,790,430,870,460,280,20190
LAUA,E09000027,4310,2950,1810,4150,960,930,1150,930,610,580,760,320,170,19620
LAUA,E09000027,2650,2730,1590,1770,210,260,660,410,310,430,540,110,90,11760
LAUA,E09000027,2970,3930,1680,1100,220,280,380,280,230,660,550,120,140,12540
LAUA,E09000027,1270,720,350,220,50,30,20,40,40,230,280,60,70,3360
LAUA,E09000028,32540,3550,2190,8320,7930,12380,11020,10550,8240,6410,14230,7470,7690,132510
LAUA,E09000028,1140,210,170,1830,1020,2170,3040,720,150,200,280,100,570,11570
LAUA,E09000028,8230,890,780,3780,3660,5700,4360,4810,1000,320,1620,600,2160,37910
LAUA,E09000028,8980,1010,290,2280,2740,3160,2490,3030,2180,1190,3730,890,2090,34050
LAUA,E09000028,7290,350,500,230,350,620,660,1390,2210,1540,3610,2520,1320,22570
LAUA,E09000028,4130,210,230,70,120,450,280,430,1610,1700,2910,2440,940,15510
LAUA,E09000028,1370,360,60,30,20,120,70,120,830,890,1410,580,340,6200
LAUA,E09000028,1280,500,150,80,40,90,110,40,240,540,570,260,200,4090
LAUA,E09000028,120,20,20,20,0,60,2.5,10,30,50,100,100,80,610
LAUA,E09000029,4270,6720,8590,26260,2860,4090,5400,7200,5060,3510,4810,1720,870,81370
LAUA,E09000029,110,180,40,50,90,10,100,80,40,10,40,50,30,820
LAUA,E09000029,420,450,260,1020,240,160,1270,1370,950,330,510,180,100,7260
LAUA,E09000029,1590,1330,810,6920,820,2380,2840,3300,2600,1050,1860,710,300,26490
LAUA,E09000029,1620,2130,2440,9290,670,850,710,1670,930,1350,1450,340,250,23690
LAUA,E09000029,290,1110,2720,5380,360,260,220,430,250,480,450,230,90,12280
LAUA,E09000029,190,1030,1440,2310,340,250,120,240,190,180,360,150,60,6870
LAUA,E09000029,60,450,870,1200,350,170,120,110,100,80,120,50,30,3700
LAUA,E09000029,2.5,30,30,80,10,10,20,20,10,20,20,10,10,260
LAUA,E09000030,15240,1580,2030,4060,7180,11120,10060,9620,8680,10850,24740,11540,2550,119250
LAUA,E09000030,430,40,30,90,170,270,70,100,100,30,440,800,850,3430
LAUA,E09000030,2730,460,730,1970,3100,4690,5030,3310,1000,410,1230,490,190,25340
LAUA,E09000030,4010,680,860,1520,3270,5320,4560,4540,1760,2030,4610,2720,380,36250
LAUA,E09000030,3000,180,370,260,580,620,300,1100,2160,2830,8440,3720,600,24170
LAUA,E09000030,3300,170,40,120,40,150,60,550,2050,2800,5850,2540,370,18040
LAUA,E09000030,1080,20,2.5,70,10,50,10,10,1130,1730,3070,1030,100,8300
LAUA,E09000030,550,30,0,30,2.5,30,20,2.5,440,930,930,200,50,3210
LAUA,E09000030,150,2.5,0,2.5,2.5,2.5,2.5,2.5,50,80,170,30,10,510
LAUA,E09000031,26150,22720,8930,12040,4460,4870,3560,3050,4470,3040,4450,2140,1220,101090
LAUA,E09000031,1330,660,140,120,370,550,430,30,50,60,110,60,110,4000
LAUA,E09000031,7840,8710,570,960,1210,2630,1320,1050,2030,800,1240,390,520,29260
LAUA,E09000031,12700,7500,1490,2190,1440,1170,1400,1080,1690,910,1720,1110,360,34750
LAUA,E09000031,3690,4180,4390,4570,1130,290,270,710,550,1100,1180,480,140,22670
LAUA,E09000031,420,1060,1860,3540,250,200,120,140,130,120,170,100,50,8150
LAUA,E09000031,130,490,390,590,40,30,20,30,10,20,30,10,20,1790
LAUA,E09000031,40,120,80,70,30,10,2.5,10,10,30,10,0,10,420
LAUA,E09000031,2.5,2.5,2.5,0,0,0,0,0,2.5,10,2.5,2.5,10,30
LAUA,E09000032,49680,17610,4150,7280,6510,11380,9330,7410,5510,4130,9940,4710,1160,138790
LAUA,E09000032,410,110,30,310,420,1900,2470,190,80,30,20,580,40,6590
LAUA,E09000032,2140,440,60,1300,1520,2220,1530,1500,890,430,120,60,170,12360
LAUA,E09000032,11430,4290,670,1590,3530,4850,2920,2790,1670,960,720,420,300,36120
LAUA,E09000032,13950,4490,1210,1380,580,1790,1610,1790,1210,770,2180,1030,300,32300
LAUA,E09000032,8080,3470,1550,990,270,450,530,790,600,660,2860,1150,140,21550
LAUA,E09000032,6100,2520,280,700,80,100,150,250,480,470,2460,980,100,14660
LAUA,E09000032,6650,1860,280,830,60,50,100,90,520,640,1100,380,70,12590
LAUA,E09000032,940,430,90,180,50,20,10,10,70,190,480,130,60,2640
LAUA,E09000033,57080,5780,2490,11690,5470,6980,7230,6940,3660,4060,8190,2470,1560,123610
LAUA,E09000033,1070,40,60,60,120,120,110,50,10,10,10,2.5,80,1720
LAUA,E09000033,2470,100,120,690,900,600,690,880,90,20,230,10,20,6810
LAUA,E09000033,5610,570,360,2020,1690,1290,1500,1850,240,250,320,20,180,15910
LAUA,E09000033,10220,1130,360,2620,1560,1580,1460,1540,400,570,880,160,150,22630
LAUA,E09000033,12650,1270,270,2130,520,700,770,890,600,500,1510,480,200,22480
LAUA,E09000033,7820,1450,360,1450,240,640,710,490,680,620,1820,610,210,17110
LAUA,E09000033,9290,860,540,1710,270,1300,1170,810,1250,1390,2410,760,310,22060
LAUA,E09000033,7950,370,420,1020,170,760,830,440,390,700,1010,430,400,14890
LSOA,E01000001,60,2.5,0,0,0,50,840,10,0,50,80,0,10,1100
LSOA,E01000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000001,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000001,0,0,0,0,0,0,50,0,0,0,0,0,2.5,50
LSOA,E01000001,2.5,2.5,0,0,0,0,80,0,0,0,0,0,0,80
LSOA,E01000001,10,0,0,0,0,30,400,2.5,0,0,20,0,0,470
LSOA,E01000001,20,0,0,0,0,10,50,0,0,20,50,0,2.5,150
LSOA,E01000001,20,0,0,0,0,10,250,10,0,30,10,0,0,330
LSOA,E01000001,2.5,0,0,0,0,2.5,2.5,0,0,2.5,0,0,2.5,10
LSOA,E01000002,10,0,0,0,0,70,910,2.5,10,0,0,200,2.5,1190
LSOA,E01000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000002,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5
LSOA,E01000002,0,0,0,0,0,20,80,0,0,0,0,0,0,100
LSOA,E01000002,2.5,0,0,0,0,20,550,2.5,0,0,0,100,0,680
LSOA,E01000002,2.5,0,0,0,0,10,110,0,2.5,0,0,40,0,170
LSOA,E01000002,0,0,0,0,0,10,140,0,2.5,0,0,40,2.5,200
LSOA,E01000002,0,0,0,0,0,0,20,0,2.5,0,0,20,0,50
LSOA,E01000003,20,0,0,0,0,20,780,2.5,0,60,40,0,2.5,910
LSOA,E01000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000003,0,0,0,0,0,0,70,0,0,0,0,0,0,70
LSOA,E01000003,0,0,0,0,0,2.5,310,0,0,0,0,0,0,310
LSOA,E01000003,2.5,0,0,0,0,0,160,0,0,0,0,0,0,160
LSOA,E01000003,10,0,0,0,0,20,220,2.5,0,0,40,0,0,280
LSOA,E01000003,10,0,0,0,0,0,20,0,0,60,0,0,2.5,90
LSOA,E01000003,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,2.5
LSOA,E01000003,0,0,0,0,0,0,0,2.5,0,0,0,0,0,2.5
LSOA,E01000005,90,2.5,2.5,20,2.5,140,110,170,70,0,10,70,2.5,680
LSOA,E01000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000005,2.5,2.5,0,2.5,0,0,110,50,0,0,0,50,0,200
LSOA,E01000005,0,2.5,0,2.5,0,70,0,110,30,0,0,10,2.5,210
LSOA,E01000005,2.5,0,2.5,2.5,0,80,0,0,30,0,0,0,0,110
LSOA,E01000005,70,0,2.5,10,2.5,0,0,10,10,0,10,0,0,110
LSOA,E01000005,10,0,0,2.5,0,0,0,0,10,0,10,2.5,0,20
LSOA,E01000005,2.5,0,0,0,0,0,0,0,2.5,0,2.5,10,0,20
LSOA,E01000005,2.5,0,0,0,0,0,0,0,0,0,0,2.5,0,10
LSOA,E01000006,40,20,170,140,30,0,0,0,0,130,10,2.5,0,530
LSOA,E01000006,0,0,2.5,0,0,0,0,0,0,20,0,2.5,0,20
LSOA,E01000006,2.5,0,10,10,0,0,0,0,0,60,2.5,0,0,80
LSOA,E01000006,0,0,2.5,2.5,0,0,0,0,0,50,2.5,0,0,60
LSOA,E01000006,30,10,130,110,20,0,0,0,0,0,0,0,0,310
LSOA,E01000006,0,2.5,40,20,2.5,0,0,0,0,0,0,2.5,0,70
LSOA,E01000006,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000007,20,2.5,20,60,0,60,110,0,20,80,240,320,10,950
LSOA,E01000007,0,0,10,0,0,20,0,0,0,0,110,0,2.5,140
LSOA,E01000007,10,2.5,10,50,0,10,110,0,20,2.5,40,130,0,370
LSOA,E01000007,10,0,2.5,20,0,20,0,0,2.5,80,80,140,2.5,360
LSOA,E01000007,0,0,0,0,0,20,0,0,0,0,10,40,2.5,70
LSOA,E01000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000008,0,0,0,0,0,0,530,0,0,0,2.5,0,0,530
LSOA,E01000008,0,0,0,0,0,0,70,0,0,0,0,0,0,70
LSOA,E01000008,0,0,0,0,0,0,440,0,0,0,2.5,0,0,440
LSOA,E01000008,0,0,0,0,0,0,10,0,0,0,0,0,0,10
LSOA,E01000008,0,0,0,0,0,0,10,0,0,0,0,0,0,10
LSOA,E01000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000009,60,230,50,50,10,0,0,50,50,60,90,10,0,660
LSOA,E01000009,2.5,2.5,10,0,0,0,0,0,0,0,0,10,0,20
LSOA,E01000009,10,30,30,0,10,0,0,50,50,60,2.5,0,0,240
LSOA,E01000009,10,50,2.5,2.5,0,0,0,0,0,0,80,0,0,140
LSOA,E01000009,40,150,10,30,2.5,0,0,0,0,0,10,0,0,240
LSOA,E01000009,0,10,0,10,0,0,0,0,0,0,0,0,0,20
LSOA,E01000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000009,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5
LSOA,E01000010,10,170,60,120,140,60,10,2.5,0,0,640,2.5,2.5,1220
LSOA,E01000010,2.5,10,30,10,2.5,0,10,0,0,0,2.5,0,0,70
LSOA,E01000010,2.5,20,20,100,140,60,2.5,2.5,0,0,10,2.5,2.5,360
LSOA,E01000010,0,120,2.5,10,0,0,0,0,0,0,620,0,0,750
LSOA,E01000010,0,20,0,2.5,0,0,0,0,0,0,10,0,0,30
LSOA,E01000010,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000010,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000011,160,290,10,2.5,0,0,0,0,2.5,2.5,0,0,2.5,470
LSOA,E01000011,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000011,60,70,2.5,0,0,0,0,0,2.5,2.5,0,0,0,130
LSOA,E01000011,100,180,10,2.5,0,0,0,0,2.5,0,0,0,2.5,300
LSOA,E01000011,2.5,30,2.5,0,0,0,0,0,0,0,0,0,0,40
LSOA,E01000011,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000012,70,50,2.5,40,2.5,10,30,0,350,2.5,150,0,0,700
LSOA,E01000012,2.5,2.5,0,2.5,0,0,30,0,0,0,0,0,0,40
LSOA,E01000012,2.5,2.5,0,2.5,0,2.5,0,0,270,2.5,20,0,0,300
LSOA,E01000012,60,30,2.5,30,2.5,2.5,0,0,40,0,110,0,0,260
LSOA,E01000012,2.5,10,0,10,0,10,0,0,40,0,30,0,0,90
LSOA,E01000012,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5
LSOA,E01000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000012,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000013,0,0,620,20,2.5,0,0,0,2.5,0,0,20,2.5,660
LSOA,E01000013,0,0,20,10,2.5,0,0,0,2.5,0,0,0,2.5,30
LSOA,E01000013,0,0,10,2.5,2.5,0,0,0,0,0,0,10,0,30
LSOA,E01000013,0,0,590,2.5,0,0,0,0,0,0,0,2.5,0,590
LSOA,E01000013,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,10
LSOA,E01000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000014,0,0,600,2.5,2.5,0,0,50,10,0,0,0,0,670
LSOA,E01000014,0,0,30,0,0,0,0,2.5,10,0,0,0,0,30
LSOA,E01000014,0,0,0,0,0,0,0,50,0,0,0,0,0,50
LSOA,E01000014,0,0,560,0,2.5,0,0,0,10,0,0,0,0,570
LSOA,E01000014,0,0,10,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01000014,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000014,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000015,0,0,600,0,0,0,0,0,0,0,260,0,0,860
LSOA,E01000015,0,0,40,0,0,0,0,0,0,0,10,0,0,50
LSOA,E01000015,0,0,2.5,0,0,0,0,0,0,0,60,0,0,60
LSOA,E01000015,0,0,550,0,0,0,0,0,0,0,170,0,0,720
LSOA,E01000015,0,0,10,0,0,0,0,0,0,0,20,0,0,30
LSOA,E01000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000016,0,0,630,10,0,0,0,0,0,0,2.5,0,0,640
LSOA,E01000016,0,0,30,10,0,0,0,0,0,0,0,0,0,30
LSOA,E01000016,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,10
LSOA,E01000016,0,0,590,2.5,0,0,0,0,0,0,2.5,0,0,600
LSOA,E01000016,0,0,10,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000017,0,0,650,0,0,0,0,0,20,0,2.5,2.5,2.5,680
LSOA,E01000017,0,0,50,0,0,0,0,0,0,0,0,2.5,0,50
LSOA,E01000017,0,0,10,0,0,0,0,0,20,0,0,0,0,30
LSOA,E01000017,0,0,570,0,0,0,0,0,2.5,0,2.5,0,2.5,580
LSOA,E01000017,0,0,10,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01000017,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000017,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000018,0,2.5,610,0,0,0,0,0,0,0,20,0,0,630
LSOA,E01000018,0,0,20,0,0,0,0,0,0,0,0,0,0,20
LSOA,E01000018,0,0,10,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01000018,0,0,580,0,0,0,0,0,0,0,10,0,0,600
LSOA,E01000018,0,0,2.5,0,0,0,0,0,0,0,10,0,0,10
LSOA,E01000018,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000018,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000019,0,10,330,160,0,0,0,0,20,0,2.5,0,2.5,510
LSOA,E01000019,0,0,10,0,0,0,0,0,0,0,0,0,0,10
LSOA,E01000019,0,2.5,10,2.5,0,0,0,0,20,0,0,0,0,30
LSOA,E01000019,0,2.5,310,120,0,0,0,0,2.5,0,0,0,0,440
LSOA,E01000019,0,10,10,30,0,0,0,0,0,0,2.5,0,0,40
LSOA,E01000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000019,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000020,0,0,450,10,90,10,0,30,20,30,30,0,2.5,660
LSOA,E01000020,0,0,2.5,2.5,0,0,0,0,2.5,0,0,0,0,10
LSOA,E01000020,0,0,30,0,20,2.5,0,30,20,0,0,0,0,100
LSOA,E01000020,0,0,410,2.5,70,10,0,2.5,0,10,0,0,0,510
LSOA,E01000020,0,0,2.5,0,0,0,0,0,0,10,30,0,0,50
LSOA,E01000020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000020,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000020,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
LSOA,E01000021,0,0,430,10,0,0,30,0,90,30,2.5,0,0,580
LSOA,E01000021,0,0,40,0,0,0,0,0,0,0,2.5,0,0,40
LSOA,E01000021,0,0,60,0,0,0,30,0,0,0,2.5,0,0,90
LSOA,E01000021,0,0,300,10,0,0,0,0,20,0,0,0,0,330
LSOA,E01000021,0,0,30,0,0,0,0,0,70,30,0,0,0,130
LSOA,E01000021,0,0,2.5,0,0,0,0,0,0,0,0,0,0,2.5
LSOA,E01000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSOA,E01000022,0,0,370,50,30,0,0,0,2.5,30,20,30,0,520
LSOA,E01000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
